job_id,job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,benefits_score,company_name,year
AI02967,Head of AI,78311,MI,PT,Singapore,M,Singapore,50,"Docker, Computer Vision, Spark",Associate,4,Government,2024-01-06,9.5,DataVision Ltd,2024
AI02968,Data Scientist,100824,SE,FT,Austria,L,Denmark,50,"TensorFlow, Deep Learning, Hadoop, Azure, MLOps",PhD,8,Transportation,2024-02-24,9.6,DeepTech Ventures,2024
AI02969,Machine Learning Researcher,146798,SE,PT,Singapore,M,Singapore,100,"Spark, Scala, Statistics, Java, GCP",Bachelor,5,Manufacturing,2025-04-26,9.7,DeepTech Ventures,2025
AI02972,Machine Learning Researcher,128928,SE,PT,Canada,L,Ireland,100,"AWS, Java, Git, Tableau, R",Bachelor,6,Telecommunications,2024-09-12,8.5,Smart Analytics,2024
AI02973,AI Consultant,119144,SE,FT,Netherlands,M,Netherlands,100,"Git, Azure, Python, Computer Vision",Associate,8,Transportation,2025-01-13,6.1,DeepTech Ventures,2025
AI02974,AI Specialist,198960,EX,FT,China,L,China,0,"AWS, Hadoop, Tableau",PhD,14,Telecommunications,2024-06-09,8.2,Algorithmic Solutions,2024
AI02975,ML Ops Engineer,100761,SE,FL,Singapore,S,Singapore,0,"Linux, Tableau, Python, TensorFlow, Docker",Master,5,Retail,2024-04-01,7.7,Advanced Robotics,2024
AI02976,Head of AI,154069,EX,PT,Israel,L,Israel,50,"Azure, GCP, Computer Vision, Data Visualization",PhD,11,Healthcare,2024-09-08,9.0,Future Systems,2024
AI02978,Computer Vision Engineer,35766,EN,CT,Japan,S,Japan,100,"R, Python, Computer Vision",Bachelor,1,Education,2025-01-21,9.9,AI Innovations,2025
AI02979,Principal Data Scientist,166614,MI,FL,Switzerland,L,Switzerland,0,"R, Hadoop, Deep Learning, Mathematics, SQL",PhD,3,Transportation,2024-06-05,7.7,DataVision Ltd,2024
AI02980,ML Ops Engineer,235830,EX,PT,Australia,L,Australia,50,"Data Visualization, Linux, Python, Hadoop",PhD,12,Real Estate,2024-01-13,6.5,Algorithmic Solutions,2024
AI02981,Machine Learning Researcher,73192,SE,FT,Ireland,S,Germany,100,"Python, SQL, Kubernetes, R, TensorFlow",Bachelor,5,Finance,2025-01-21,6.2,Neural Networks Co,2025
AI02982,Deep Learning Engineer,75635,EN,CT,Denmark,M,Denmark,50,"AWS, PyTorch, Statistics, NLP",PhD,1,Technology,2025-01-08,7.5,Autonomous Tech,2025
AI02983,Principal Data Scientist,123126,MI,FL,Germany,L,Germany,100,"Kubernetes, Scala, R",Master,3,Real Estate,2024-04-22,7.6,DeepTech Ventures,2024
AI02984,AI Consultant,61270,MI,FL,South Korea,M,South Korea,100,"Scala, Azure, Java",Master,2,Real Estate,2024-07-23,6.3,Digital Transformation LLC,2024
AI02985,NLP Engineer,80971,EN,FL,Sweden,L,Sweden,100,"Tableau, Statistics, Git, Linux",Bachelor,1,Manufacturing,2024-04-04,8.9,DataVision Ltd,2024
AI02987,AI Product Manager,73889,EN,FL,Singapore,M,United Kingdom,100,"Linux, GCP, Tableau, Computer Vision",Associate,0,Technology,2025-03-24,9.9,DeepTech Ventures,2025
AI02988,AI Research Scientist,154321,EX,FT,Australia,M,Australia,50,"Docker, Spark, Hadoop, Mathematics",Bachelor,18,Healthcare,2024-09-30,9.6,Machine Intelligence Group,2024
AI02989,AI Architect,61891,EN,PT,Ireland,L,Norway,50,"Python, GCP, TensorFlow",Bachelor,1,Manufacturing,2025-03-08,8.7,Smart Analytics,2025
AI02990,Data Scientist,301956,EX,PT,Denmark,M,Denmark,100,"Hadoop, MLOps, Docker, Data Visualization",PhD,15,Technology,2024-09-17,8.7,Algorithmic Solutions,2024
AI02991,Computer Vision Engineer,130728,EX,FL,China,M,Australia,100,"SQL, Mathematics, PyTorch",Master,15,Healthcare,2024-12-12,6.7,Smart Analytics,2024
AI02992,Machine Learning Engineer,103139,MI,CT,Norway,M,Norway,50,"Spark, SQL, Deep Learning, Hadoop, Data Visualization",Associate,3,Retail,2024-02-19,5.5,Autonomous Tech,2024
AI02993,AI Specialist,109052,MI,CT,Switzerland,M,Singapore,0,"Mathematics, PyTorch, Java, TensorFlow, Linux",Associate,2,Retail,2024-10-01,7.6,DataVision Ltd,2024
AI02994,Data Scientist,186821,EX,PT,Canada,M,Canada,100,"Linux, GCP, Azure, Scala, Git",Associate,19,Healthcare,2024-09-28,7.3,Advanced Robotics,2024
AI02995,Machine Learning Engineer,113845,SE,FT,China,L,China,100,"Hadoop, MLOps, Python, TensorFlow",PhD,9,Automotive,2025-01-08,6.1,Predictive Systems,2025
AI02996,AI Architect,186227,EX,CT,Netherlands,M,Netherlands,0,"GCP, Spark, Data Visualization, NLP",Associate,19,Energy,2025-04-25,8.5,Digital Transformation LLC,2025
AI02997,Computer Vision Engineer,77736,EN,CT,Sweden,M,Sweden,50,"Docker, Kubernetes, AWS",Master,0,Finance,2024-07-13,9.1,Algorithmic Solutions,2024
AI02998,AI Product Manager,53024,MI,FT,Ireland,M,Ireland,50,"Java, Tableau, R, Python",PhD,3,Telecommunications,2024-12-29,8.0,Advanced Robotics,2024
AI02999,Machine Learning Researcher,54628,MI,FT,Finland,S,Finland,0,"Statistics, Computer Vision, R",Bachelor,3,Real Estate,2024-04-15,7.7,Advanced Robotics,2024
AI03001,AI Research Scientist,290656,EX,CT,Switzerland,M,Switzerland,100,"Python, Hadoop, Tableau, R",Master,14,Transportation,2024-12-01,7.0,Autonomous Tech,2024
AI03002,ML Ops Engineer,65012,EN,FL,Netherlands,S,Netherlands,50,"Tableau, Python, Java",Associate,1,Healthcare,2025-01-03,9.2,Neural Networks Co,2025
AI03003,Principal Data Scientist,43923,EN,FT,South Korea,L,South Korea,0,"Statistics, MLOps, Deep Learning, TensorFlow",Bachelor,1,Manufacturing,2024-03-03,9.4,Predictive Systems,2024
AI03004,AI Specialist,84035,MI,FT,Germany,L,Germany,50,"SQL, Linux, Kubernetes, Python",PhD,2,Real Estate,2024-09-28,7.7,DataVision Ltd,2024
AI03011,ML Ops Engineer,43907,EN,FT,Austria,L,Austria,0,"Azure, GCP, Python, Deep Learning, Linux",PhD,0,Real Estate,2024-05-17,9.6,Autonomous Tech,2024
AI03012,AI Consultant,99107,MI,FT,Germany,M,Ireland,50,"Statistics, Python, Kubernetes, Tableau, Azure",PhD,3,Automotive,2024-12-22,9.4,Autonomous Tech,2024
AI03014,Head of AI,103670,SE,CT,Sweden,S,Sweden,0,"Java, Scala, AWS, NLP",Bachelor,5,Energy,2024-08-03,7.7,Digital Transformation LLC,2024
AI03015,Data Scientist,101195,MI,PT,Germany,L,Germany,50,"PyTorch, TensorFlow, GCP",Associate,3,Finance,2025-01-26,6.4,Neural Networks Co,2025
AI03016,Machine Learning Engineer,94696,MI,CT,United Kingdom,S,United Kingdom,0,"R, Git, NLP, GCP, Docker",PhD,4,Manufacturing,2024-03-19,8.7,Quantum Computing Inc,2024
AI03018,AI Architect,84245,EN,FT,France,L,France,50,"Python, Spark, MLOps",Bachelor,1,Gaming,2024-11-11,7.1,Algorithmic Solutions,2024
AI03020,Head of AI,145754,MI,FL,Switzerland,L,Switzerland,0,"Spark, R, MLOps, AWS",PhD,2,Technology,2024-03-12,5.2,Autonomous Tech,2024
AI03022,AI Software Engineer,68445,MI,CT,Austria,M,Austria,100,"AWS, Git, Python, Spark, NLP",Bachelor,2,Retail,2024-03-07,8.6,Smart Analytics,2024
AI03023,AI Specialist,140958,SE,FL,Switzerland,S,Switzerland,0,"Linux, Azure, Hadoop",PhD,9,Manufacturing,2024-07-31,9.7,DeepTech Ventures,2024
AI03024,Principal Data Scientist,80728,MI,FL,Netherlands,S,Netherlands,0,"NLP, Hadoop, Statistics, Linux",PhD,3,Consulting,2024-04-22,6.3,Autonomous Tech,2024
AI03025,AI Architect,192167,EX,FT,Australia,S,Australia,50,"Mathematics, GCP, Scala",Bachelor,14,Transportation,2025-04-05,8.0,Autonomous Tech,2025
AI03026,Computer Vision Engineer,69497,EN,CT,Switzerland,S,Switzerland,100,"Java, Tableau, SQL",PhD,0,Real Estate,2024-01-09,9.5,Machine Intelligence Group,2024
AI03028,AI Consultant,43408,EN,CT,South Korea,L,South Korea,0,"Deep Learning, Hadoop, Azure",PhD,1,Energy,2024-12-11,7.6,Cognitive Computing,2024
AI03029,AI Product Manager,287053,EX,CT,Germany,L,Germany,50,"Hadoop, Linux, GCP, NLP",PhD,18,Automotive,2024-05-26,5.8,Autonomous Tech,2024
AI03030,AI Research Scientist,95467,MI,CT,United States,S,United States,0,"Deep Learning, Python, TensorFlow, MLOps",PhD,3,Technology,2024-01-02,8.2,Digital Transformation LLC,2024
AI03032,Machine Learning Researcher,84704,EN,FL,United Kingdom,M,United Kingdom,100,"Java, GCP, Git, SQL",Associate,0,Education,2025-04-15,5.8,Advanced Robotics,2025
AI03033,Deep Learning Engineer,40108,EN,PT,China,S,China,0,"Python, Spark, PyTorch, Linux, Docker",Master,1,Energy,2025-03-20,6.6,Neural Networks Co,2025
AI03035,AI Software Engineer,118324,SE,FT,Germany,L,Ireland,0,"Spark, Python, SQL",Bachelor,6,Media,2024-07-16,8.7,TechCorp Inc,2024
AI03036,AI Product Manager,134228,SE,PT,Germany,S,Germany,50,"AWS, Kubernetes, Python, Scala, Mathematics",PhD,6,Gaming,2024-09-23,6.1,Cognitive Computing,2024
AI03038,AI Product Manager,54123,EN,FT,Austria,M,Austria,0,"PyTorch, Docker, Computer Vision, Kubernetes",Master,0,Real Estate,2025-02-05,7.7,Cloud AI Solutions,2025
AI03039,AI Product Manager,289824,EX,CT,Norway,S,United Kingdom,100,"Hadoop, SQL, Computer Vision",Master,15,Education,2024-07-21,5.7,Future Systems,2024
AI03040,Computer Vision Engineer,140520,SE,CT,France,M,Netherlands,50,"Hadoop, Kubernetes, Python",Master,9,Automotive,2024-08-26,5.3,Cognitive Computing,2024
AI03041,Deep Learning Engineer,223093,EX,PT,Singapore,S,Singapore,0,"Azure, Scala, NLP, TensorFlow, PyTorch",Master,17,Transportation,2024-12-05,9.8,TechCorp Inc,2024
AI03042,AI Architect,235813,EX,FL,United States,M,Denmark,0,"Docker, Java, Statistics, TensorFlow, NLP",Master,10,Energy,2024-10-14,8.2,Digital Transformation LLC,2024
AI03043,ML Ops Engineer,89176,MI,FL,Sweden,L,Sweden,100,"Java, Azure, Computer Vision, MLOps",Associate,2,Education,2024-08-16,8.1,Quantum Computing Inc,2024
AI03044,Head of AI,87703,EN,CT,Norway,S,Norway,50,"R, SQL, AWS",Bachelor,1,Automotive,2025-02-28,6.1,Cognitive Computing,2025
AI03045,ML Ops Engineer,39961,EN,CT,Israel,M,Israel,0,"Git, Python, MLOps",Bachelor,1,Consulting,2024-09-08,9.8,Autonomous Tech,2024
AI03046,ML Ops Engineer,111038,EX,PT,Ireland,M,Ireland,0,"Git, Hadoop, Python",Associate,11,Consulting,2025-04-10,8.6,Quantum Computing Inc,2025
AI03047,AI Software Engineer,97599,MI,CT,Denmark,M,Denmark,100,"Spark, Java, Kubernetes, PyTorch, Hadoop",Associate,2,Manufacturing,2024-08-23,10.0,Cognitive Computing,2024
AI03048,NLP Engineer,59008,MI,CT,Japan,M,Japan,0,"Git, Linux, Hadoop, GCP, MLOps",Bachelor,2,Education,2024-05-15,7.0,Smart Analytics,2024
AI03050,AI Architect,78740,MI,CT,China,L,China,50,"Kubernetes, R, GCP, Git, Azure",PhD,2,Automotive,2024-09-30,8.5,Quantum Computing Inc,2024
AI03052,NLP Engineer,51619,MI,CT,India,M,India,50,"Hadoop, GCP, SQL, Deep Learning, Git",Associate,2,Gaming,2024-09-08,8.1,Cloud AI Solutions,2024
AI03053,AI Research Scientist,70353,MI,FT,United Kingdom,S,United Kingdom,0,"R, SQL, Spark",Master,3,Media,2024-03-04,5.2,Machine Intelligence Group,2024
AI03054,ML Ops Engineer,61525,MI,PT,Japan,L,Japan,100,"Data Visualization, Statistics, AWS, Computer Vision",Associate,2,Finance,2024-07-05,9.7,Smart Analytics,2024
AI03055,AI Consultant,88833,SE,PT,South Korea,L,South Korea,100,"TensorFlow, Linux, SQL",Associate,8,Finance,2024-10-13,8.3,Cloud AI Solutions,2024
AI03056,Machine Learning Engineer,54600,EN,CT,Singapore,S,Singapore,100,"Hadoop, Git, NLP, Spark",Associate,0,Gaming,2024-12-12,8.6,TechCorp Inc,2024
AI03057,AI Research Scientist,120656,MI,FL,Norway,L,Norway,0,"Data Visualization, Spark, Deep Learning",Master,2,Telecommunications,2024-11-28,9.9,Digital Transformation LLC,2024
AI03058,Computer Vision Engineer,143721,EX,CT,South Korea,L,Australia,50,"Java, PyTorch, AWS, Docker, R",PhD,17,Transportation,2025-04-29,8.1,DeepTech Ventures,2025
AI03059,NLP Engineer,222933,SE,CT,Denmark,L,Denmark,50,"Linux, MLOps, SQL",Master,9,Transportation,2024-04-03,5.1,TechCorp Inc,2024
AI03060,AI Software Engineer,185661,EX,FT,United States,S,Sweden,100,"Azure, Python, MLOps, Statistics",Associate,19,Transportation,2024-10-02,7.4,Algorithmic Solutions,2024
AI03061,AI Specialist,190888,SE,CT,Norway,L,Norway,0,"Azure, Statistics, Python, Hadoop",Bachelor,8,Finance,2024-06-29,7.6,Advanced Robotics,2024
AI03064,Machine Learning Engineer,74492,EN,FT,France,L,France,50,"NLP, Linux, GCP, Statistics",Associate,0,Healthcare,2024-05-23,8.1,Future Systems,2024
AI03066,AI Consultant,58226,EN,PT,Singapore,M,Singapore,50,"Spark, Docker, Java",Master,1,Technology,2024-09-22,8.6,Cloud AI Solutions,2024
AI03067,Machine Learning Engineer,272964,EX,CT,France,L,France,50,"Mathematics, Kubernetes, Tableau",Bachelor,19,Retail,2025-03-03,6.6,Predictive Systems,2025
AI03068,AI Software Engineer,71943,MI,PT,Finland,M,France,50,"Python, GCP, Java, Linux, Spark",Master,3,Government,2024-01-10,8.8,Smart Analytics,2024
AI03069,AI Specialist,137762,MI,FT,Denmark,M,Denmark,50,"MLOps, TensorFlow, PyTorch",PhD,3,Finance,2024-10-14,8.2,Machine Intelligence Group,2024
AI03072,Machine Learning Researcher,56597,MI,FT,India,S,India,0,"MLOps, R, Docker",PhD,3,Transportation,2024-12-04,5.8,TechCorp Inc,2024
AI03075,AI Software Engineer,111568,EX,FT,Japan,S,Japan,0,"Git, Kubernetes, Linux, SQL, GCP",PhD,19,Retail,2024-11-19,6.3,Smart Analytics,2024
AI03076,Deep Learning Engineer,54798,EN,CT,South Korea,M,South Korea,100,"GCP, Mathematics, Hadoop, Docker, Python",Master,0,Transportation,2025-01-17,9.5,Neural Networks Co,2025
AI03077,AI Software Engineer,141994,EX,CT,Austria,M,Austria,50,"Python, Azure, Deep Learning, SQL",Associate,14,Manufacturing,2024-02-17,5.8,Cognitive Computing,2024
AI03078,ML Ops Engineer,149555,EX,PT,Singapore,M,Norway,0,"Docker, Kubernetes, Statistics",Bachelor,11,Gaming,2024-10-02,7.9,DataVision Ltd,2024
AI03079,AI Research Scientist,49933,EN,CT,India,S,India,0,"Python, TensorFlow, GCP",Master,0,Retail,2024-02-07,9.8,DataVision Ltd,2024
AI03080,AI Specialist,161396,MI,FT,Switzerland,L,Singapore,0,"Python, Data Visualization, MLOps, SQL, Mathematics",Master,2,Finance,2024-09-18,8.4,Autonomous Tech,2024
AI03081,Computer Vision Engineer,70922,MI,FL,Israel,L,Israel,50,"TensorFlow, Kubernetes, Tableau, GCP, Docker",Associate,2,Government,2024-09-07,8.3,Digital Transformation LLC,2024
AI03083,AI Architect,161112,EX,FL,Ireland,M,Ireland,100,"PyTorch, Linux, Statistics",Associate,17,Healthcare,2024-04-24,6.0,Digital Transformation LLC,2024
AI03084,Machine Learning Engineer,47697,EN,PT,Finland,L,Finland,100,"Computer Vision, Python, Data Visualization, NLP, GCP",Master,1,Retail,2024-12-18,8.4,Predictive Systems,2024
AI03086,NLP Engineer,128439,SE,PT,Singapore,L,Singapore,0,"Java, Azure, Tableau, Python",PhD,8,Education,2025-03-09,7.6,AI Innovations,2025
AI03087,AI Consultant,94584,EX,CT,China,S,China,0,"Scala, Spark, Tableau, Azure",Associate,14,Automotive,2025-02-07,9.8,TechCorp Inc,2025
AI03088,AI Software Engineer,83913,MI,FT,Netherlands,M,Netherlands,100,"Linux, NLP, SQL, Git",Bachelor,4,Consulting,2024-12-05,9.8,Predictive Systems,2024
AI03089,Head of AI,109159,EN,CT,Norway,L,Norway,50,"Python, SQL, Spark, Hadoop, NLP",Master,1,Real Estate,2024-05-13,7.8,Quantum Computing Inc,2024
AI03090,AI Product Manager,158528,SE,CT,Netherlands,L,Netherlands,50,"GCP, PyTorch, Deep Learning, Hadoop, MLOps",Bachelor,8,Retail,2024-11-03,8.8,Autonomous Tech,2024
AI03091,AI Software Engineer,94624,EN,CT,Switzerland,S,Switzerland,100,"SQL, Git, Deep Learning, PyTorch, Mathematics",Bachelor,1,Government,2024-04-12,6.6,Quantum Computing Inc,2024
AI03093,Deep Learning Engineer,249665,EX,FT,United States,L,Netherlands,100,"Python, SQL, Java, Mathematics, Hadoop",Bachelor,15,Education,2025-04-03,9.4,AI Innovations,2025
AI03095,AI Software Engineer,134538,MI,PT,United Kingdom,L,Switzerland,0,"NLP, Linux, TensorFlow",Bachelor,4,Energy,2024-01-18,8.8,Predictive Systems,2024
AI03096,AI Product Manager,113312,MI,FT,United Kingdom,M,United Kingdom,0,"MLOps, Java, NLP, GCP, Mathematics",Bachelor,2,Transportation,2024-10-26,9.7,Advanced Robotics,2024
AI03098,Head of AI,73172,EN,FL,Sweden,L,Finland,0,"Kubernetes, AWS, Python, Scala",Associate,1,Consulting,2025-03-26,7.3,Cloud AI Solutions,2025
AI03099,AI Product Manager,74511,EN,PT,Australia,L,Singapore,50,"PyTorch, Scala, Computer Vision, GCP, Spark",PhD,0,Media,2024-12-31,9.6,Digital Transformation LLC,2024
AI03100,Machine Learning Researcher,195465,EX,FL,Sweden,S,Sweden,100,"Python, NLP, Linux",Bachelor,10,Automotive,2024-07-28,5.0,Algorithmic Solutions,2024
AI03102,Computer Vision Engineer,62425,MI,PT,India,L,India,100,"SQL, R, PyTorch, Linux",Associate,2,Telecommunications,2024-12-24,8.9,DeepTech Ventures,2024
AI03104,ML Ops Engineer,57637,EN,PT,Germany,S,Germany,50,"Deep Learning, NLP, Linux",PhD,0,Government,2024-04-27,5.8,DeepTech Ventures,2024
AI03105,AI Architect,38845,EN,CT,Israel,M,Israel,100,"Python, Kubernetes, AWS, Git, Spark",Associate,1,Technology,2024-09-18,7.9,Cognitive Computing,2024
AI03106,Machine Learning Engineer,72616,EN,FL,Denmark,M,Denmark,0,"Computer Vision, Deep Learning, Azure, Tableau, GCP",Associate,1,Technology,2024-06-09,6.1,Smart Analytics,2024
AI03107,Computer Vision Engineer,190339,EX,CT,United Kingdom,S,United Kingdom,50,"R, Hadoop, Data Visualization",Associate,18,Real Estate,2024-08-12,8.8,AI Innovations,2024
AI03108,Computer Vision Engineer,88665,MI,FT,Singapore,M,Singapore,100,"R, Linux, PyTorch, Mathematics, Deep Learning",Bachelor,3,Technology,2024-04-22,9.0,Cloud AI Solutions,2024
AI03109,AI Research Scientist,143861,EX,CT,South Korea,M,Austria,0,"Data Visualization, Statistics, Python",PhD,18,Retail,2024-09-08,6.9,Predictive Systems,2024
AI03111,AI Consultant,51242,EN,CT,Austria,M,Sweden,50,"Git, R, Java, GCP",Associate,1,Energy,2024-07-05,6.9,TechCorp Inc,2024
AI03112,Deep Learning Engineer,74725,EN,CT,Australia,M,China,50,"Python, Hadoop, Spark",Associate,1,Government,2024-08-02,8.7,Future Systems,2024
AI03113,AI Consultant,240743,EX,PT,United Kingdom,M,United Kingdom,100,"Data Visualization, AWS, SQL",Bachelor,19,Energy,2025-02-13,7.1,Predictive Systems,2025
AI03114,Machine Learning Engineer,98287,SE,PT,France,S,France,100,"Data Visualization, Scala, AWS, Statistics",PhD,8,Technology,2025-01-15,9.6,Advanced Robotics,2025
AI03115,Computer Vision Engineer,163646,EX,PT,Ireland,L,Ireland,100,"Kubernetes, Java, Tableau, Linux, Deep Learning",Master,12,Real Estate,2024-08-25,9.4,Digital Transformation LLC,2024
AI03116,Head of AI,76834,MI,FT,Germany,M,Germany,0,"Linux, SQL, Git, Statistics",Bachelor,4,Government,2024-11-08,9.0,DataVision Ltd,2024
AI03117,AI Consultant,175411,EX,CT,India,L,India,0,"Tableau, Git, MLOps, Linux, NLP",Bachelor,16,Automotive,2024-02-11,6.1,Future Systems,2024
AI03118,Machine Learning Researcher,108555,MI,CT,Denmark,M,Denmark,100,"Scala, Docker, Kubernetes, R",Bachelor,3,Finance,2025-03-01,9.2,Cognitive Computing,2025
AI03119,Machine Learning Researcher,140723,SE,PT,France,M,France,50,"R, Kubernetes, Docker, SQL, PyTorch",Associate,9,Telecommunications,2024-03-12,6.5,Smart Analytics,2024
AI03120,AI Consultant,122507,SE,CT,France,L,France,50,"TensorFlow, Kubernetes, Docker, Java, Python",Master,9,Transportation,2024-10-19,9.7,DataVision Ltd,2024
AI03121,Machine Learning Engineer,73003,MI,FT,China,M,China,100,"Git, AWS, Tableau, Deep Learning",Bachelor,4,Finance,2024-06-07,8.6,AI Innovations,2024
AI03123,Head of AI,72916,MI,CT,United Kingdom,S,United Kingdom,50,"Tableau, Mathematics, Kubernetes",Master,3,Technology,2024-11-03,7.3,DeepTech Ventures,2024
AI03128,Data Scientist,128846,EX,PT,China,S,Australia,100,"Azure, Data Visualization, Python, PyTorch, Java",Associate,18,Retail,2024-11-22,6.1,Digital Transformation LLC,2024
AI03130,AI Research Scientist,101236,EX,FL,Austria,S,Austria,0,"GCP, Python, PyTorch, AWS, NLP",Associate,19,Energy,2025-02-17,6.3,Future Systems,2025
AI03131,Deep Learning Engineer,149411,MI,PT,Switzerland,M,Singapore,50,"Python, Hadoop, Tableau",PhD,2,Transportation,2024-10-18,8.6,Future Systems,2024
AI03132,AI Software Engineer,210935,SE,PT,Norway,L,United States,50,"Docker, Kubernetes, Computer Vision",PhD,8,Finance,2024-05-16,5.4,Predictive Systems,2024
AI03133,AI Specialist,209841,EX,FT,Denmark,L,China,100,"Java, Deep Learning, SQL, AWS",Bachelor,17,Technology,2024-08-27,9.9,Predictive Systems,2024
AI03134,Head of AI,155424,EX,CT,China,M,Switzerland,100,"Statistics, MLOps, Kubernetes, Hadoop",Associate,16,Government,2025-01-14,5.3,Algorithmic Solutions,2025
AI03137,Head of AI,92592,SE,FT,South Korea,M,South Korea,50,"MLOps, Linux, SQL, Python, AWS",Associate,7,Consulting,2024-04-09,9.9,Cognitive Computing,2024
AI03138,ML Ops Engineer,120864,SE,CT,France,S,France,0,"SQL, Python, Docker",Associate,7,Gaming,2024-01-11,9.0,DataVision Ltd,2024
AI03139,ML Ops Engineer,91719,EN,FT,Denmark,S,Denmark,0,"R, Deep Learning, Tableau, Docker, Hadoop",Associate,1,Finance,2024-04-13,9.1,DataVision Ltd,2024
AI03140,Machine Learning Engineer,305680,EX,PT,Switzerland,M,Switzerland,0,"Computer Vision, AWS, TensorFlow",Master,12,Transportation,2024-05-22,6.4,Cloud AI Solutions,2024
AI03143,Deep Learning Engineer,60696,EN,FT,Austria,L,Sweden,100,"Scala, Java, Statistics, R",Master,1,Education,2024-02-10,6.0,Advanced Robotics,2024
AI03144,AI Research Scientist,187201,EX,FT,Australia,L,Australia,0,"SQL, Hadoop, NLP",PhD,19,Energy,2024-08-28,5.9,Advanced Robotics,2024
AI03145,ML Ops Engineer,48224,EN,FT,China,M,Switzerland,0,"Linux, SQL, PyTorch",Bachelor,0,Telecommunications,2024-03-30,5.4,DeepTech Ventures,2024
AI03146,AI Research Scientist,43806,EN,FL,India,M,France,50,"GCP, Linux, MLOps, Docker",Associate,0,Finance,2025-02-06,8.4,Cloud AI Solutions,2025
AI03147,Deep Learning Engineer,85629,SE,FL,Israel,M,Australia,0,"Tableau, Kubernetes, GCP",PhD,6,Transportation,2025-03-13,7.4,Predictive Systems,2025
AI03148,AI Architect,127293,SE,CT,Canada,S,Canada,0,"R, Deep Learning, Kubernetes, Linux, NLP",Bachelor,5,Consulting,2024-05-24,5.6,Algorithmic Solutions,2024
AI03149,AI Software Engineer,87750,SE,CT,Israel,S,Israel,0,"Scala, Data Visualization, MLOps",PhD,5,Telecommunications,2024-09-24,6.1,Cloud AI Solutions,2024
AI03150,Machine Learning Engineer,89122,MI,CT,Denmark,S,Denmark,50,"Linux, Python, TensorFlow",PhD,4,Retail,2024-09-26,6.0,Future Systems,2024
AI03151,AI Consultant,287746,EX,PT,United States,L,Austria,100,"Python, TensorFlow, PyTorch, Docker",PhD,14,Retail,2024-03-08,7.3,DataVision Ltd,2024
AI03152,Machine Learning Engineer,83781,SE,FT,Japan,L,Japan,0,"Git, Tableau, Hadoop, SQL",Associate,7,Telecommunications,2024-07-21,6.9,Digital Transformation LLC,2024
AI03153,Head of AI,157089,EX,CT,Ireland,S,Ireland,0,"Git, Scala, Tableau, Azure, Hadoop",Bachelor,11,Finance,2024-07-14,9.9,AI Innovations,2024
AI03154,Machine Learning Engineer,131469,SE,FL,Singapore,L,Austria,50,"PyTorch, TensorFlow, Data Visualization",Master,9,Technology,2025-01-25,5.5,Future Systems,2025
AI03157,AI Architect,238669,EX,PT,Canada,L,Norway,100,"Python, TensorFlow, Computer Vision, Java",Associate,12,Transportation,2024-01-29,7.0,Advanced Robotics,2024
AI03159,ML Ops Engineer,107758,MI,FT,Norway,M,Norway,0,"Python, Linux, TensorFlow, AWS, MLOps",Bachelor,2,Automotive,2024-06-24,5.1,Cloud AI Solutions,2024
AI03161,NLP Engineer,116449,EX,FL,Japan,S,Japan,50,"Python, Azure, Docker, Linux, NLP",Master,17,Transportation,2024-09-29,9.9,Cognitive Computing,2024
AI03162,AI Architect,110302,SE,PT,United Kingdom,M,Switzerland,0,"MLOps, Kubernetes, R, PyTorch",Associate,8,Retail,2024-05-04,9.3,Future Systems,2024
AI03163,AI Architect,170717,EX,PT,Netherlands,M,Netherlands,0,"PyTorch, TensorFlow, MLOps",Master,18,Energy,2024-02-03,6.9,AI Innovations,2024
AI03165,AI Product Manager,119222,MI,FT,United Kingdom,L,United Kingdom,100,"Tableau, Java, R",Master,4,Automotive,2024-12-12,6.9,AI Innovations,2024
AI03166,AI Software Engineer,153861,EX,FL,Israel,S,Finland,0,"Git, Azure, Linux, TensorFlow, R",Bachelor,16,Healthcare,2024-04-02,7.1,Neural Networks Co,2024
AI03167,AI Research Scientist,237060,EX,PT,Sweden,M,Sweden,0,"R, Git, Data Visualization",Master,15,Retail,2024-04-13,6.2,Future Systems,2024
AI03168,Principal Data Scientist,116907,SE,FL,Austria,L,Austria,50,"Statistics, R, MLOps, Tableau, Computer Vision",Associate,5,Energy,2024-04-30,8.4,Neural Networks Co,2024
AI03169,AI Software Engineer,117990,MI,FT,Norway,M,Norway,50,"Hadoop, Docker, GCP, NLP",Bachelor,3,Automotive,2024-08-31,5.5,TechCorp Inc,2024
AI03170,Head of AI,177533,EX,CT,Austria,M,Austria,50,"Java, PyTorch, TensorFlow, Hadoop",Associate,15,Consulting,2024-09-08,8.0,Autonomous Tech,2024
AI03171,Head of AI,216758,EX,PT,Denmark,M,Denmark,50,"Data Visualization, R, Python, Azure",PhD,18,Automotive,2025-04-19,7.0,AI Innovations,2025
AI03173,AI Specialist,70399,EN,PT,France,M,France,100,"Deep Learning, R, Python, Computer Vision",Master,0,Telecommunications,2025-03-09,6.5,Digital Transformation LLC,2025
AI03174,AI Software Engineer,69506,EN,FL,Norway,S,India,0,"AWS, Java, GCP, R",Bachelor,0,Technology,2024-09-28,7.2,Advanced Robotics,2024
